location,latency_ms,packet_loss_percent,status_code
Saskatoon_Core_Switch_01,26.4,2.31,200
Prince-Albert_Core_Switch_01,20.04,2.4,200
Lloydminster_Core_Switch_01,65.27,2.66,200
Saskatoon_Core_Switch_01,59.88,2.33,200
Lloydminster_Core_Switch_01,39.92,2.2,200
Saskatoon_Core_Switch_01,53.41,2.59,200
Moose-Jaw_Core_Switch_01,59.87,2.61,200
Lloydminster_Core_Switch_01,37.65,2.57,200
Regina_Core_Switch_01,66.81,1.25,200
Saskatoon_Core_Switch_01,33.27,0.03,200
Regina_Core_Switch_01,12.69,2.68,200
Prince-Albert_Core_Switch_01,66.43,1.25,200
Saskatoon_Core_Switch_01,27.0,0.17,429
Prince-Albert_Core_Switch_01,51.73,1.05,200
Regina_Core_Switch_01,52.44,2.84,200
Regina_Core_Switch_01,43.32,0.87,200
Moose-Jaw_Core_Switch_01,45.48,2.28,200
Regina_Core_Switch_01,42.43,1.24,200
Prince-Albert_Core_Switch_01,21.88,0.81,200
Saskatoon_Core_Switch_01,18.96,0.59,200
Lloydminster_Core_Switch_01,28.88,2.75,200
Saskatoon_Core_Switch_01,49.61,1.96,200
Prince-Albert_Core_Switch_01,25.17,1.45,200
Saskatoon_Core_Switch_01,46.68,0.96,200
Prince-Albert_Core_Switch_01,26.37,1.12,200
Prince-Albert_Core_Switch_01,38.49,0.06,200
Saskatoon_Core_Switch_01,46.39,0.08,200
Moose-Jaw_Core_Switch_01,37.7,0.11,200
Regina_Core_Switch_01,37.95,2.39,200
Regina_Core_Switch_01,49.31,1.39,200
Moose-Jaw_Core_Switch_01,56.52,0.59,200
Lloydminster_Core_Switch_01,65.26,1.71,200
Regina_Core_Switch_01,21.25,1.22,200
Prince-Albert_Core_Switch_01,35.74,0.69,200
Regina_Core_Switch_01,52.97,1.42,200
Lloydminster_Core_Switch_01,51.23,1.6,200
Moose-Jaw_Core_Switch_01,42.31,2.44,200
Saskatoon_Core_Switch_01,39.94,0.36,200
Saskatoon_Core_Switch_01,56.73,0.04,200
Prince-Albert_Core_Switch_01,18.21,2.2,200
Lloydminster_Core_Switch_01,37.04,0.84,200
Lloydminster_Core_Switch_01,12.65,2.33,200
Moose-Jaw_Core_Switch_01,57.55,2.61,200
Moose-Jaw_Core_Switch_01,30.44,1.18,200
Lloydminster_Core_Switch_01,17.43,1.53,200
Lloydminster_Core_Switch_01,40.09,0.67,200
Saskatoon_Core_Switch_01,29.21,1.36,200
Lloydminster_Core_Switch_01,14.05,1.38,200
Regina_Core_Switch_01,26.91,0.45,200
Regina_Core_Switch_01,49.23,2.44,200
Prince-Albert_Core_Switch_01,46.14,1.54,200
Prince-Albert_Core_Switch_01,27.13,0.0,200
Lloydminster_Core_Switch_01,12.13,0.02,200
Prince-Albert_Core_Switch_01,68.32,0.83,200
Moose-Jaw_Core_Switch_01,38.0,2.51,200
Lloydminster_Core_Switch_01,29.14,2.67,200
Regina_Core_Switch_01,65.96,1.96,200
Lloydminster_Core_Switch_01,39.56,0.48,200
Regina_Core_Switch_01,11.74,1.33,200
Moose-Jaw_Core_Switch_01,42.74,1.6,429
Lloydminster_Core_Switch_01,53.93,0.15,200
Lloydminster_Core_Switch_01,52.95,1.96,200
Prince-Albert_Core_Switch_01,12.97,2.27,200
Regina_Core_Switch_01,38.96,1.98,200
Moose-Jaw_Core_Switch_01,18.62,2.89,200
Lloydminster_Core_Switch_01,33.13,0.07,200
Regina_Core_Switch_01,41.01,2.08,200
Prince-Albert_Core_Switch_01,47.9,0.2,200
Lloydminster_Core_Switch_01,19.98,1.45,200
Regina_Core_Switch_01,20.16,0.2,200
Moose-Jaw_Core_Switch_01,23.86,1.31,200
Regina_Core_Switch_01,10.93,0.6,200
Regina_Core_Switch_01,50.5,1.03,200
Regina_Core_Switch_01,47.21,0.05,200
Moose-Jaw_Core_Switch_01,38.8,1.63,200
Moose-Jaw_Core_Switch_01,22.58,2.72,200
Saskatoon_Core_Switch_01,19.05,1.62,200
Prince-Albert_Core_Switch_01,28.03,2.86,200
Moose-Jaw_Core_Switch_01,56.25,1.58,200
Moose-Jaw_Core_Switch_01,13.97,1.27,200
Lloydminster_Core_Switch_01,64.36,2.4,200
Moose-Jaw_Core_Switch_01,17.15,2.27,200
Regina_Core_Switch_01,38.88,1.45,200
Saskatoon_Core_Switch_01,68.06,0.51,200
Regina_Core_Switch_01,68.43,1.06,200
Lloydminster_Core_Switch_01,33.14,0.29,200
Prince-Albert_Core_Switch_01,38.98,2.37,200
Lloydminster_Core_Switch_01,65.86,2.44,200
Regina_Core_Switch_01,23.68,2.55,200
Lloydminster_Core_Switch_01,43.58,2.59,200
Regina_Core_Switch_01,25.22,0.44,200
Moose-Jaw_Core_Switch_01,28.48,1.75,200
Moose-Jaw_Core_Switch_01,59.12,0.16,429
Saskatoon_Core_Switch_01,24.58,1.17,200
Saskatoon_Core_Switch_01,49.28,1.26,200
Prince-Albert_Core_Switch_01,56.88,0.89,200
Moose-Jaw_Core_Switch_01,38.82,2.34,200
Moose-Jaw_Core_Switch_01,52.83,1.64,200
Moose-Jaw_Core_Switch_01,16.69,1.25,200
Prince-Albert_Core_Switch_01,45.98,2.51,200
Regina_Core_Switch_01,12.29,1.85,200
Prince-Albert_Core_Switch_01,64.78,1.62,200
Prince-Albert_Core_Switch_01,18.48,0.26,200
Prince-Albert_Core_Switch_01,11.94,1.65,200
Saskatoon_Core_Switch_01,51.16,0.38,200
Lloydminster_Core_Switch_01,31.83,0.51,200
Regina_Core_Switch_01,27.08,0.44,200
Saskatoon_Core_Switch_01,53.92,1.89,200
Moose-Jaw_Core_Switch_01,11.45,0.93,200
Saskatoon_Core_Switch_01,48.71,2.56,200
Lloydminster_Core_Switch_01,67.98,0.53,200
Prince-Albert_Core_Switch_01,27.48,1.93,200
Moose-Jaw_Core_Switch_01,13.52,2.37,200
Regina_Core_Switch_01,46.08,0.97,200
Regina_Core_Switch_01,52.28,2.52,429
Prince-Albert_Core_Switch_01,33.54,0.82,200
Moose-Jaw_Core_Switch_01,30.26,1.31,200
Prince-Albert_Core_Switch_01,18.54,2.27,200
Lloydminster_Core_Switch_01,27.71,1.68,200
Prince-Albert_Core_Switch_01,38.21,0.27,200
Moose-Jaw_Core_Switch_01,17.88,1.93,200
Saskatoon_Core_Switch_01,33.51,1.91,200
Saskatoon_Core_Switch_01,51.74,1.72,200
Prince-Albert_Core_Switch_01,20.5,0.51,429
Saskatoon_Core_Switch_01,25.02,0.54,200
Moose-Jaw_Core_Switch_01,35.38,2.93,429
Moose-Jaw_Core_Switch_01,65.77,2.3,200
Moose-Jaw_Core_Switch_01,50.36,2.53,200
Saskatoon_Core_Switch_01,25.12,0.52,200
Lloydminster_Core_Switch_01,16.18,1.13,200
Regina_Core_Switch_01,62.02,2.16,200
Saskatoon_Core_Switch_01,33.05,1.04,200
Regina_Core_Switch_01,53.97,2.95,200
Prince-Albert_Core_Switch_01,35.82,1.71,200
Regina_Core_Switch_01,46.48,2.09,200
Regina_Core_Switch_01,242.38,15.68,504
Moose-Jaw_Core_Switch_01,42.94,2.59,200
Prince-Albert_Core_Switch_01,130.18,17.04,503
Regina_Core_Switch_01,10.15,2.22,200
Moose-Jaw_Core_Switch_01,69.77,2.23,200
Moose-Jaw_Core_Switch_01,38.3,2.18,200
Prince-Albert_Core_Switch_01,29.51,1.02,200
Lloydminster_Core_Switch_01,18.95,2.96,503
Moose-Jaw_Core_Switch_01,65.31,1.57,200
Lloydminster_Core_Switch_01,16.86,0.12,200
Lloydminster_Core_Switch_01,27.51,0.19,200
Moose-Jaw_Core_Switch_01,49.65,2.45,200
Prince-Albert_Core_Switch_01,85.01,11.63,503
Regina_Core_Switch_01,40.48,0.94,200
Moose-Jaw_Core_Switch_01,44.87,1.0,200
Prince-Albert_Core_Switch_01,16.68,1.59,200
Prince-Albert_Core_Switch_01,44.89,0.83,200
Regina_Core_Switch_01,12.23,0.57,429
Regina_Core_Switch_01,66.97,1.02,200
Prince-Albert_Core_Switch_01,43.78,1.45,200
Lloydminster_Core_Switch_01,42.7,2.34,200
Saskatoon_Core_Switch_01,56.29,2.03,200
Regina_Core_Switch_01,56.12,2.14,200
Prince-Albert_Core_Switch_01,55.14,1.48,200
Prince-Albert_Core_Switch_01,17.35,2.05,200
Moose-Jaw_Core_Switch_01,32.03,0.91,200
Lloydminster_Core_Switch_01,34.36,0.8,429
Regina_Core_Switch_01,64.31,2.83,200
Lloydminster_Core_Switch_01,27.06,0.75,200
Saskatoon_Core_Switch_01,57.07,1.46,200
Lloydminster_Core_Switch_01,34.07,1.63,200
Moose-Jaw_Core_Switch_01,51.13,2.18,200
Prince-Albert_Core_Switch_01,173.52,16.05,200
Moose-Jaw_Core_Switch_01,63.31,0.9,200
Lloydminster_Core_Switch_01,37.32,1.9,200
Regina_Core_Switch_01,23.87,0.55,200
Lloydminster_Core_Switch_01,29.52,0.2,200
Moose-Jaw_Core_Switch_01,13.66,1.78,200
Moose-Jaw_Core_Switch_01,25.99,0.35,200
Saskatoon_Core_Switch_01,69.64,0.78,200
Moose-Jaw_Core_Switch_01,57.05,1.36,200
Prince-Albert_Core_Switch_01,32.59,0.95,429
Lloydminster_Core_Switch_01,32.2,1.46,429
Lloydminster_Core_Switch_01,43.48,1.37,200
Moose-Jaw_Core_Switch_01,40.61,2.61,200
Regina_Core_Switch_01,58.58,0.51,200
Saskatoon_Core_Switch_01,37.54,0.05,200
Lloydminster_Core_Switch_01,56.51,0.24,200
Saskatoon_Core_Switch_01,56.11,0.05,200
Lloydminster_Core_Switch_01,60.78,1.53,200
Lloydminster_Core_Switch_01,56.78,1.89,200
Lloydminster_Core_Switch_01,38.44,0.89,200
Prince-Albert_Core_Switch_01,58.2,2.56,200
Moose-Jaw_Core_Switch_01,13.73,2.72,200
Lloydminster_Core_Switch_01,16.09,2.17,200
Saskatoon_Core_Switch_01,15.14,1.71,200
Prince-Albert_Core_Switch_01,35.21,2.61,200
Lloydminster_Core_Switch_01,18.97,2.53,200
Regina_Core_Switch_01,36.12,1.8,200
Saskatoon_Core_Switch_01,64.19,2.08,200
Regina_Core_Switch_01,25.15,0.17,200
Moose-Jaw_Core_Switch_01,52.98,1.85,200
Saskatoon_Core_Switch_01,67.26,2.05,200
Prince-Albert_Core_Switch_01,47.41,1.8,200
Prince-Albert_Core_Switch_01,31.66,2.77,200
Regina_Core_Switch_01,17.14,2.68,200
Regina_Core_Switch_01,36.78,2.18,429
Regina_Core_Switch_01,44.61,0.62,200
Prince-Albert_Core_Switch_01,52.31,1.37,200
Moose-Jaw_Core_Switch_01,31.0,2.66,200
Lloydminster_Core_Switch_01,17.11,0.77,200
Lloydminster_Core_Switch_01,67.99,1.24,200
Lloydminster_Core_Switch_01,24.84,2.84,200
Moose-Jaw_Core_Switch_01,63.84,2.37,200
Lloydminster_Core_Switch_01,40.44,1.34,200
Moose-Jaw_Core_Switch_01,64.85,1.48,200
Moose-Jaw_Core_Switch_01,43.18,2.6,200
Regina_Core_Switch_01,63.26,2.5,200
Regina_Core_Switch_01,61.63,0.05,200
Moose-Jaw_Core_Switch_01,25.06,2.1,200
Moose-Jaw_Core_Switch_01,50.6,2.7,429
Prince-Albert_Core_Switch_01,38.41,2.02,200
Prince-Albert_Core_Switch_01,48.4,2.68,200
Regina_Core_Switch_01,51.96,0.2,200
Lloydminster_Core_Switch_01,44.31,0.98,200
Lloydminster_Core_Switch_01,46.27,0.83,429
Moose-Jaw_Core_Switch_01,21.51,2.31,200
Regina_Core_Switch_01,60.14,0.07,200
Prince-Albert_Core_Switch_01,58.47,2.53,200
Moose-Jaw_Core_Switch_01,53.86,2.14,200
Prince-Albert_Core_Switch_01,58.67,0.27,200
Moose-Jaw_Core_Switch_01,18.2,1.39,200
Moose-Jaw_Core_Switch_01,55.87,0.45,200
Moose-Jaw_Core_Switch_01,59.21,2.38,200
Saskatoon_Core_Switch_01,11.0,2.03,200
Moose-Jaw_Core_Switch_01,68.58,0.14,200
Lloydminster_Core_Switch_01,18.36,0.56,200
Prince-Albert_Core_Switch_01,37.77,0.46,200
Prince-Albert_Core_Switch_01,37.44,1.28,200
Regina_Core_Switch_01,64.9,1.5,200
Regina_Core_Switch_01,33.52,2.07,200
Saskatoon_Core_Switch_01,53.58,2.24,200
Prince-Albert_Core_Switch_01,56.35,0.52,200
Prince-Albert_Core_Switch_01,64.98,2.22,200
Saskatoon_Core_Switch_01,41.87,1.9,200
Prince-Albert_Core_Switch_01,21.17,2.11,200
Prince-Albert_Core_Switch_01,47.4,2.83,200
Regina_Core_Switch_01,37.17,2.52,200
Lloydminster_Core_Switch_01,53.45,0.36,200
Regina_Core_Switch_01,42.49,2.73,200
Regina_Core_Switch_01,24.78,2.83,200
Lloydminster_Core_Switch_01,39.13,2.85,200
Prince-Albert_Core_Switch_01,57.45,2.54,200
Moose-Jaw_Core_Switch_01,55.27,2.14,200
Moose-Jaw_Core_Switch_01,59.52,2.28,200
Moose-Jaw_Core_Switch_01,40.21,0.35,200
Regina_Core_Switch_01,38.17,2.98,200
Lloydminster_Core_Switch_01,67.82,0.06,200
Lloydminster_Core_Switch_01,69.06,1.31,200
Prince-Albert_Core_Switch_01,63.09,2.47,200
Lloydminster_Core_Switch_01,16.24,2.99,200
Prince-Albert_Core_Switch_01,53.0,0.2,200
Saskatoon_Core_Switch_01,46.28,1.11,200
Saskatoon_Core_Switch_01,40.18,2.44,200
Regina_Core_Switch_01,60.59,1.24,200
Prince-Albert_Core_Switch_01,37.09,1.56,200
Prince-Albert_Core_Switch_01,20.69,1.6,200
Prince-Albert_Core_Switch_01,36.06,0.37,200
Lloydminster_Core_Switch_01,34.71,1.63,200
Prince-Albert_Core_Switch_01,41.46,0.01,200
Lloydminster_Core_Switch_01,26.29,2.79,200
Lloydminster_Core_Switch_01,18.5,1.11,200
Prince-Albert_Core_Switch_01,67.5,1.55,200
Regina_Core_Switch_01,45.37,1.33,200
Moose-Jaw_Core_Switch_01,64.66,0.16,200
Prince-Albert_Core_Switch_01,64.07,0.03,200
Regina_Core_Switch_01,58.81,2.92,200
Lloydminster_Core_Switch_01,38.14,1.34,200
Regina_Core_Switch_01,66.27,2.08,200
Saskatoon_Core_Switch_01,48.57,0.89,200
Regina_Core_Switch_01,19.83,2.41,200
Regina_Core_Switch_01,46.92,2.29,200
Lloydminster_Core_Switch_01,14.43,0.01,200
Prince-Albert_Core_Switch_01,231.55,8.14,504
Regina_Core_Switch_01,47.75,2.85,200
Lloydminster_Core_Switch_01,41.6,1.74,200
Moose-Jaw_Core_Switch_01,14.28,0.43,200
Regina_Core_Switch_01,24.81,1.19,200
Saskatoon_Core_Switch_01,34.16,0.99,200
Moose-Jaw_Core_Switch_01,16.56,2.1,200
Lloydminster_Core_Switch_01,11.63,1.39,200
Prince-Albert_Core_Switch_01,35.06,2.79,200
Moose-Jaw_Core_Switch_01,24.15,0.9,200
Regina_Core_Switch_01,49.61,0.31,200
Lloydminster_Core_Switch_01,28.0,0.17,200
Saskatoon_Core_Switch_01,47.45,1.64,200
Prince-Albert_Core_Switch_01,39.12,1.19,200
Regina_Core_Switch_01,17.66,1.9,200
Saskatoon_Core_Switch_01,45.79,2.66,200
Saskatoon_Core_Switch_01,13.3,1.13,200
Prince-Albert_Core_Switch_01,60.09,1.64,200
Moose-Jaw_Core_Switch_01,17.98,0.98,200
Lloydminster_Core_Switch_01,69.03,2.1,200
Regina_Core_Switch_01,43.99,1.47,200
Moose-Jaw_Core_Switch_01,24.08,0.8,200
Lloydminster_Core_Switch_01,56.02,2.56,200
Prince-Albert_Core_Switch_01,24.81,1.58,200
Saskatoon_Core_Switch_01,62.74,1.02,200
Lloydminster_Core_Switch_01,17.78,0.0,200
Saskatoon_Core_Switch_01,52.33,2.05,200
Prince-Albert_Core_Switch_01,56.56,2.74,200
Lloydminster_Core_Switch_01,40.97,1.38,200
Lloydminster_Core_Switch_01,15.85,2.91,200
Lloydminster_Core_Switch_01,65.69,0.77,200
Lloydminster_Core_Switch_01,41.27,2.56,200
Saskatoon_Core_Switch_01,67.05,0.39,200
Moose-Jaw_Core_Switch_01,36.19,2.56,200
Lloydminster_Core_Switch_01,29.58,2.48,200
Moose-Jaw_Core_Switch_01,29.73,0.8,200
Saskatoon_Core_Switch_01,32.79,1.92,200
Moose-Jaw_Core_Switch_01,30.94,1.32,200
Regina_Core_Switch_01,42.34,2.36,200
Prince-Albert_Core_Switch_01,10.37,1.34,200
Regina_Core_Switch_01,38.35,0.36,200
Lloydminster_Core_Switch_01,37.58,0.64,200
Lloydminster_Core_Switch_01,49.75,0.28,200
Prince-Albert_Core_Switch_01,33.61,0.17,200
Moose-Jaw_Core_Switch_01,65.96,0.36,200
Moose-Jaw_Core_Switch_01,30.74,2.61,200
Regina_Core_Switch_01,41.81,1.41,429
Saskatoon_Core_Switch_01,43.19,1.28,200
Moose-Jaw_Core_Switch_01,36.09,0.09,200
Prince-Albert_Core_Switch_01,58.1,2.6,200
Saskatoon_Core_Switch_01,21.08,1.88,200
Lloydminster_Core_Switch_01,10.53,0.19,200
Saskatoon_Core_Switch_01,60.63,1.15,200
Saskatoon_Core_Switch_01,43.0,0.17,200
Prince-Albert_Core_Switch_01,55.27,2.54,200
Prince-Albert_Core_Switch_01,56.71,2.74,200
Lloydminster_Core_Switch_01,20.48,1.53,200
Regina_Core_Switch_01,68.57,2.36,200
Moose-Jaw_Core_Switch_01,24.91,1.48,200
Lloydminster_Core_Switch_01,24.08,2.54,200
Regina_Core_Switch_01,49.17,0.24,429
Prince-Albert_Core_Switch_01,19.51,1.32,200
Prince-Albert_Core_Switch_01,12.74,0.02,200
Saskatoon_Core_Switch_01,40.08,2.91,503
Prince-Albert_Core_Switch_01,13.02,2.18,200
Lloydminster_Core_Switch_01,50.87,1.36,200
Saskatoon_Core_Switch_01,69.22,2.7,200
Regina_Core_Switch_01,39.53,2.66,200
Prince-Albert_Core_Switch_01,30.32,2.03,200
Saskatoon_Core_Switch_01,33.87,2.22,200
Lloydminster_Core_Switch_01,16.16,0.58,200
Regina_Core_Switch_01,12.6,0.97,200
Prince-Albert_Core_Switch_01,19.89,0.87,200
Saskatoon_Core_Switch_01,67.78,0.34,200
Lloydminster_Core_Switch_01,43.02,2.79,200
Saskatoon_Core_Switch_01,44.21,2.86,200
Regina_Core_Switch_01,45.01,2.67,200
Prince-Albert_Core_Switch_01,40.08,2.87,200
Saskatoon_Core_Switch_01,34.1,2.8,200
Moose-Jaw_Core_Switch_01,26.02,0.58,200
Moose-Jaw_Core_Switch_01,10.98,1.05,429
Moose-Jaw_Core_Switch_01,59.84,2.47,200
Lloydminster_Core_Switch_01,32.49,2.69,200
Moose-Jaw_Core_Switch_01,41.54,1.93,200
Regina_Core_Switch_01,32.36,0.9,200
Moose-Jaw_Core_Switch_01,59.46,2.15,200
Regina_Core_Switch_01,15.42,0.5,200
Moose-Jaw_Core_Switch_01,13.87,1.93,200
Prince-Albert_Core_Switch_01,57.42,2.64,200
Prince-Albert_Core_Switch_01,53.36,2.42,200
Prince-Albert_Core_Switch_01,16.06,0.56,200
Saskatoon_Core_Switch_01,62.85,0.68,200
Regina_Core_Switch_01,54.52,2.4,200
Moose-Jaw_Core_Switch_01,65.53,2.69,200
Prince-Albert_Core_Switch_01,23.66,2.33,200
Saskatoon_Core_Switch_01,25.86,2.22,200
Prince-Albert_Core_Switch_01,25.28,0.42,200
Regina_Core_Switch_01,27.43,1.8,200
Saskatoon_Core_Switch_01,66.02,1.38,200
Moose-Jaw_Core_Switch_01,28.53,2.91,200
Saskatoon_Core_Switch_01,14.07,2.18,200
Prince-Albert_Core_Switch_01,44.29,1.18,200
Lloydminster_Core_Switch_01,51.08,2.18,200
Saskatoon_Core_Switch_01,35.79,1.96,200
Regina_Core_Switch_01,50.68,2.69,200
Lloydminster_Core_Switch_01,32.36,1.68,200
Lloydminster_Core_Switch_01,47.52,0.88,200
